filename,ext,size_bytes,year,year_bucket,authors,journal_raw,journal_canonical,journal_tier,title,subfield,pattern,parse_ok,norm_key,path
"2019 - Drake, Lamoreaux, Quinn, Thornock - Review of Accounting Studies - Auditor Benchmarking of Client Disclosures.pdf",pdf,645516,2019,2015_2019,"Drake, Lamoreaux, Quinn, Thornock",Review of Accounting Studies,Review of Accounting Studies,top_acct,Auditor Benchmarking of Client Disclosures,audit,A,True,2019::auditor benchmarking of client disclosures,"d:\OneDrive\tools\paper\2019 - Drake, Lamoreaux, Quinn, Thornock - Review of Accounting Studies - Auditor Benchmarking of Client Disclosures.pdf"
"2019 - Drake, Lamoreaux, Quinn, Thornock - Review of Accounting Studies - Auditor Benchmarking of Client Disclosures.txt",txt,120625,2019,2015_2019,"Drake, Lamoreaux, Quinn, Thornock",Review of Accounting Studies,Review of Accounting Studies,top_acct,Auditor Benchmarking of Client Disclosures,audit,A,True,2019::auditor benchmarking of client disclosures,"d:\OneDrive\tools\paper\2019 - Drake, Lamoreaux, Quinn, Thornock - Review of Accounting Studies - Auditor Benchmarking of Client Disclosures.txt"
"2019 - Duro, Heese, Ormazabal - Review of Accounting Studies - The Effect of Enforcement Transparency Evidence from Sec Comment-Letter Reviews.txt",txt,168104,2019,2015_2019,"Duro, Heese, Ormazabal",Review of Accounting Studies,Review of Accounting Studies,top_acct,The Effect of Enforcement Transparency Evidence from Sec Comment-Letter Reviews,disclosure,A,True,2019::the effect of enforcement transparency evidence from sec comment letter reviews,"d:\OneDrive\tools\paper\2019 - Duro, Heese, Ormazabal - Review of Accounting Studies - The Effect of Enforcement Transparency Evidence from Sec Comment-Letter Reviews.txt"
"2019 - Egan, Matvos, Seru - Journal of Political Economy - The Market for Financial Adviser Misconduct.pdf",pdf,1013479,2019,2015_2019,"Egan, Matvos, Seru",Journal of Political Economy,Journal of Political Economy,top_gen,The Market for Financial Adviser Misconduct,fraud_enforcement,A,True,2019::the market for financial adviser misconduct,"d:\OneDrive\tools\paper\2019 - Egan, Matvos, Seru - Journal of Political Economy - The Market for Financial Adviser Misconduct.pdf"
"2019 - Firth, Lin, Wong, Zhao - Review of Accounting Studies - Hello, Is Anybody There Corporate Accessibility for Outside Shareholders as a Signal of Agency Prob.txt",txt,150828,2019,2015_2019,"Firth, Lin, Wong, Zhao",Review of Accounting Studies,Review of Accounting Studies,top_acct,"Hello, Is Anybody There Corporate Accessibility for Outside Shareholders as a Signal of Agency Prob",governance_comp,A,True,2019::hello is anybody there corporate accessibility for outside shareholders as a signal of agency prob,"d:\OneDrive\tools\paper\2019 - Firth, Lin, Wong, Zhao - Review of Accounting Studies - Hello, Is Anybody There Corporate Accessibility for Outside Shareholders as a Signal of Agency Prob.txt"
"2019 - Frank, Autor, Bessen, Brynjolfsson, Cebrian, Deming, Feldman, Groh, Lobo, Moro, Wang, Youn, Rahwan - Proceedings of the National Academy of Sciences - Toward understanding the impact of artificial intelligence on labor.txt",txt,55987,2019,2015_2019,"Frank, Autor, Bessen, Brynjolfsson, Cebrian, Deming, Feldman, Groh, Lobo, Moro, Wang, Youn, Rahwan",Proceedings of the National Academy of Sciences,unknown,unknown,Toward understanding the impact of artificial intelligence on labor,unknown,A,True,2019::toward understanding the impact of artificial intelligence on labor,"d:\OneDrive\tools\paper\2019 - Frank, Autor, Bessen, Brynjolfsson, Cebrian, Deming, Feldman, Groh, Lobo, Moro, Wang, Youn, Rahwan - Proceedings of the National Academy of Sciences - Toward understanding the impact of artificial intelligence on labor.txt"
"2019 - Frésard, Hoberg, Phillips - The Review of Financial Studies - Innovation Activities and Integration through Vertical Acquisitions.txt",txt,208007,2019,2015_2019,"Frésard, Hoberg, Phillips",The Review of Financial Studies,Review of Financial Studies,top_fin,Innovation Activities and Integration through Vertical Acquisitions,mergers_acquisitions,A,True,2019::innovation activities and integration through vertical acquisitions,"d:\OneDrive\tools\paper\2019 - Frésard, Hoberg, Phillips - The Review of Financial Studies - Innovation Activities and Integration through Vertical Acquisitions.txt"
"2019 - Fuster, Plosser, Schnabl, Vickery - The Review of Financial Studies - The Role of Technology in Mortgage Lending.pdf",pdf,880891,2019,2015_2019,"Fuster, Plosser, Schnabl, Vickery",The Review of Financial Studies,Review of Financial Studies,top_fin,The Role of Technology in Mortgage Lending,debt_capital_structure,A,True,2019::the role of technology in mortgage lending,"d:\OneDrive\tools\paper\2019 - Fuster, Plosser, Schnabl, Vickery - The Review of Financial Studies - The Role of Technology in Mortgage Lending.pdf"
"2019 - Fuster, Plosser, Schnabl, Vickery - The Review of Financial Studies - The Role of Technology in Mortgage Lending.txt",txt,228579,2019,2015_2019,"Fuster, Plosser, Schnabl, Vickery",The Review of Financial Studies,Review of Financial Studies,top_fin,The Role of Technology in Mortgage Lending,debt_capital_structure,A,True,2019::the role of technology in mortgage lending,"d:\OneDrive\tools\paper\2019 - Fuster, Plosser, Schnabl, Vickery - The Review of Financial Studies - The Role of Technology in Mortgage Lending.txt"
"2019 - Giroud, Mueller - American Economic Review - Firms' Internal Networks and Local Economic Shocks.txt",txt,141592,2019,2015_2019,"Giroud, Mueller",American Economic Review,American Economic Review,top_gen,Firms' Internal Networks and Local Economic Shocks,unknown,A,True,2019::firms internal networks and local economic shocks,"d:\OneDrive\tools\paper\2019 - Giroud, Mueller - American Economic Review - Firms' Internal Networks and Local Economic Shocks.txt"
"2019 - Giroud, Rauh - Journal of Political Economy - State Taxation and the Reallocation of Business Activity Evidence from Establishment-Level Data.pdf",pdf,1288100,2019,2015_2019,"Giroud, Rauh",Journal of Political Economy,Journal of Political Economy,top_gen,State Taxation and the Reallocation of Business Activity Evidence from Establishment-Level Data,tax,A,True,2019::state taxation and the reallocation of business activity evidence from establishment level data,"d:\OneDrive\tools\paper\2019 - Giroud, Rauh - Journal of Political Economy - State Taxation and the Reallocation of Business Activity Evidence from Establishment-Level Data.pdf"
"2019 - Green, Huang, Wen, Zhou - Journal of Financial Economics - Crowdsourced Employer Reviews and Stock Returns.pdf",pdf,600797,2019,2015_2019,"Green, Huang, Wen, Zhou",Journal of Financial Economics,Journal of Financial Economics,top_fin,Crowdsourced Employer Reviews and Stock Returns,investors_capmkt,A,True,2019::crowdsourced employer reviews and stock returns,"d:\OneDrive\tools\paper\2019 - Green, Huang, Wen, Zhou - Journal of Financial Economics - Crowdsourced Employer Reviews and Stock Returns.pdf"
"2019 - Griffin, Kruger, Maturana - Journal of Financial Economics - Do Labor Markets Discipline Evidence from Rmbs Bankers.pdf",pdf,2873238,2019,2015_2019,"Griffin, Kruger, Maturana",Journal of Financial Economics,Journal of Financial Economics,top_fin,Do Labor Markets Discipline Evidence from Rmbs Bankers,unknown,A,True,2019::do labor markets discipline evidence from rmbs bankers,"d:\OneDrive\tools\paper\2019 - Griffin, Kruger, Maturana - Journal of Financial Economics - Do Labor Markets Discipline Evidence from Rmbs Bankers.pdf"
2019 - Grinis - Economics of Education Review - The STEM requirements of “Non-STEM” jobs Evidence from UK online vacancy postings.pdf,pdf,4676626,2019,2015_2019,Grinis,Economics of Education Review,unknown,unknown,The STEM requirements of “Non-STEM” jobs Evidence from UK online vacancy postings,unknown,A,True,2019::the stem requirements of non stem jobs evidence from uk online vacancy postings,d:\OneDrive\tools\paper\2019 - Grinis - Economics of Education Review - The STEM requirements of “Non-STEM” jobs Evidence from UK online vacancy postings.pdf
"2019 - Hanley, Hoberg - The Review of Financial Studies - Dynamic Interpretation of Emerging Risks in the Financial Sector.pdf",pdf,4628406,2019,2015_2019,"Hanley, Hoberg",The Review of Financial Studies,Review of Financial Studies,top_fin,Dynamic Interpretation of Emerging Risks in the Financial Sector,unknown,A,True,2019::dynamic interpretation of emerging risks in the financial sector,"d:\OneDrive\tools\paper\2019 - Hanley, Hoberg - The Review of Financial Studies - Dynamic Interpretation of Emerging Risks in the Financial Sector.pdf"
"2019 - Hanley, Hoberg - The Review of Financial Studies - Dynamic Interpretation of Emerging Risks in the Financial Sector.txt",txt,265071,2019,2015_2019,"Hanley, Hoberg",The Review of Financial Studies,Review of Financial Studies,top_fin,Dynamic Interpretation of Emerging Risks in the Financial Sector,unknown,A,True,2019::dynamic interpretation of emerging risks in the financial sector,"d:\OneDrive\tools\paper\2019 - Hanley, Hoberg - The Review of Financial Studies - Dynamic Interpretation of Emerging Risks in the Financial Sector.txt"
"2019 - Harford, Jiang, Wang, Xie - The Review of Financial Studies - Analyst Career Concerns, Effort Allocation, and Firms' Information Environment.txt",txt,242585,2019,2015_2019,"Harford, Jiang, Wang, Xie",The Review of Financial Studies,Review of Financial Studies,top_fin,"Analyst Career Concerns, Effort Allocation, and Firms' Information Environment",analysts,A,True,2019::analyst career concerns effort allocation and firms information environment,"d:\OneDrive\tools\paper\2019 - Harford, Jiang, Wang, Xie - The Review of Financial Studies - Analyst Career Concerns, Effort Allocation, and Firms' Information Environment.txt"
"2019 - Hassan, Hollander, van Lent, Tahoun - The Quarterly Journal of Economics - Firm-Level Political Risk Measurement and Effects.pdf",pdf,1145439,2019,2015_2019,"Hassan, Hollander, van Lent, Tahoun",The Quarterly Journal of Economics,Quarterly Journal of Economics,top_gen,Firm-Level Political Risk Measurement and Effects,unknown,A,True,2019::firm level political risk measurement and effects,"d:\OneDrive\tools\paper\2019 - Hassan, Hollander, van Lent, Tahoun - The Quarterly Journal of Economics - Firm-Level Political Risk Measurement and Effects.pdf"
"2019 - Hassan, Hollander, van Lent, Tahoun - The Quarterly Journal of Economics - Firm-Level Political Risk Measurement and Effects.txt",txt,220014,2019,2015_2019,"Hassan, Hollander, van Lent, Tahoun",The Quarterly Journal of Economics,Quarterly Journal of Economics,top_gen,Firm-Level Political Risk Measurement and Effects,unknown,A,True,2019::firm level political risk measurement and effects,"d:\OneDrive\tools\paper\2019 - Hassan, Hollander, van Lent, Tahoun - The Quarterly Journal of Economics - Firm-Level Political Risk Measurement and Effects.txt"
"2019 - He, Yin, Zeng, Zhang, Zhao - Journal of Accounting Research - Facial Structure and Achievement Drive Evidence from Financial Analysts.pdf",pdf,453126,2019,2015_2019,"He, Yin, Zeng, Zhang, Zhao",Journal of Accounting Research,Journal of Accounting Research,top_acct,Facial Structure and Achievement Drive Evidence from Financial Analysts,analysts,A,True,2019::facial structure and achievement drive evidence from financial analysts,"d:\OneDrive\tools\paper\2019 - He, Yin, Zeng, Zhang, Zhao - Journal of Accounting Research - Facial Structure and Achievement Drive Evidence from Financial Analysts.pdf"
2019 - Honigsberg - Journal of Accounting Research - Hedge Fund Regulation and Fund Governance Evidence on the Effects of Mandatory Disclosure Rules.txt,txt,145207,2019,2015_2019,Honigsberg,Journal of Accounting Research,Journal of Accounting Research,top_acct,Hedge Fund Regulation and Fund Governance Evidence on the Effects of Mandatory Disclosure Rules,disclosure,A,True,2019::hedge fund regulation and fund governance evidence on the effects of mandatory disclosure rules,d:\OneDrive\tools\paper\2019 - Honigsberg - Journal of Accounting Research - Hedge Fund Regulation and Fund Governance Evidence on the Effects of Mandatory Disclosure Rules.txt
"2019 - Hwang, Liberti, Sturgess - Management Science - Information Sharing and Spillovers Evidence from Financial Analysts.pdf",pdf,509084,2019,2015_2019,"Hwang, Liberti, Sturgess",Management Science,Management Science,top_gen,Information Sharing and Spillovers Evidence from Financial Analysts,analysts,A,True,2019::information sharing and spillovers evidence from financial analysts,"d:\OneDrive\tools\paper\2019 - Hwang, Liberti, Sturgess - Management Science - Information Sharing and Spillovers Evidence from Financial Analysts.pdf"
"2019 - Jiang, Lee, Martin, Zhou - Journal of Financial Economics - Manager Sentiment and Stock Returns.pdf",pdf,863584,2019,2015_2019,"Jiang, Lee, Martin, Zhou",Journal of Financial Economics,Journal of Financial Economics,top_fin,Manager Sentiment and Stock Returns,investors_capmkt,A,True,2019::manager sentiment and stock returns,"d:\OneDrive\tools\paper\2019 - Jiang, Lee, Martin, Zhou - Journal of Financial Economics - Manager Sentiment and Stock Returns.pdf"
"2019 - Jiang, Lee, Martin, Zhou - Journal of Financial Economics - Manager Sentiment and Stock Returns.txt",txt,214410,2019,2015_2019,"Jiang, Lee, Martin, Zhou",Journal of Financial Economics,Journal of Financial Economics,top_fin,Manager Sentiment and Stock Returns,investors_capmkt,A,True,2019::manager sentiment and stock returns,"d:\OneDrive\tools\paper\2019 - Jiang, Lee, Martin, Zhou - Journal of Financial Economics - Manager Sentiment and Stock Returns.txt"
"2019 - Jiang, Wang, Wang - The Accounting Review - Big N Auditors and Audit Quality New Evidence from Quasi-Experiments.pdf",pdf,493163,2019,2015_2019,"Jiang, Wang, Wang",The Accounting Review,The Accounting Review,top_acct,Big N Auditors and Audit Quality New Evidence from Quasi-Experiments,audit,A,True,2019::big n auditors and audit quality new evidence from quasi experiments,"d:\OneDrive\tools\paper\2019 - Jiang, Wang, Wang - The Accounting Review - Big N Auditors and Audit Quality New Evidence from Quasi-Experiments.pdf"
"2019 - Jiang, Wang, Wang - The Accounting Review - Big N Auditors and Audit Quality New Evidence from Quasi-Experiments.txt",txt,137058,2019,2015_2019,"Jiang, Wang, Wang",The Accounting Review,The Accounting Review,top_acct,Big N Auditors and Audit Quality New Evidence from Quasi-Experiments,audit,A,True,2019::big n auditors and audit quality new evidence from quasi experiments,"d:\OneDrive\tools\paper\2019 - Jiang, Wang, Wang - The Accounting Review - Big N Auditors and Audit Quality New Evidence from Quasi-Experiments.txt"
